Sample ID	Input Reads	Uniquely Mapped Reads
TP_2274-capt-SI_14883-H32V7BCXY	56923234	52925421
TP_2275-capt-SI_15401-H3Y3YBCXY	60545720	58005609
TP_2277-capt-SI_15068-H3VNKBCXY	47765761	33376220
TP_2278-capt-SI_15201-C9NVVANXX	61673218	42211685
TP_2280-capt-SI_15089-H5CCGBCXY	60304772	24596381
TP_2282-capt-SI_15333-H3YHWBCXY	54995231	41022447
TP_2283-capt-SI_15115-H5CFTBCXY	53605071	39167485
TP_2284-capt-SI_15165-H5CFCBCXY	42416908	31141722
TP_2287-capt-SI_15116-H5CFTBCXY	58092023	45438260
TP_2290-capt-SI_15806-CA3TJANXX	56146194	45014733
TP_2293-capt-SI_15485-H3Y7TBCXY	63300415	56374742
TP_2294-capt-SI_15864-HFCGYBCXY	57164628	52245848
TP_2295-capt-SI_15224-C9NVLANXX	64209283	48425172
TP_2302-capt-SI_15527-H5527BCXY	52900675	47859830
TP_2303-capt-SI_15528-HFCFKBCXY	53645242	44027353
TP_2304-capt-SI_15334-H57M7BCXY	61926701	42119995
TP_2307-capt-SI_15807-CA3TJANXX	61037160	53805909
TP_2308-capt-SI_15525-HFCFKBCXY	45930520	32703623
TP_2309-capt-SI_15580-HFCHLBCXY	53100706	47975489
TP_2310-capt-SI_15808-CA3TJANXX	70499272	67600626
TP_2311-capt-SI_15926-HF7NVBCXY	58417103	56798260
TP_2313-capt-SI_16764-CAU1YANXX	61389684	55075911
TP_2314-capt-SI_15816-CA300ANXX	65275535	60672883
TP_2315-capt-SI_16444-HHJHYBCXY	59583399	54376743
TP_2318-capt-SI_15950-HGMWCBCXY	49297458	46129726
TP_2319-capt-SI_18003-CAUEHANXX	51449343	47925371
TP_2321-capt-SI_16303-HGYWKBCXY	44220602	41149435
TP_2323-capt-SI_16760-CAU1YANXX	53945490	49372688
TP_2325-capt-SI_16222-HHGCMBCXY	58517236	55536461
TP_2329-capt-SI_16381-HHJH3BCXY	54961124	49078312
TP_2331-capt-SI_16694-HJMHYBCXY	62401217	58973030
TP_2332-capt-SI_18006-CAUEHANXX	53623850	50739534
TP_2334-capt-SI_19130-CBKM0ANXX	58743119	56513597
TP_2338-capt-SI_16696-HJMJCBCXY	61071850	58899882
TP_2339-capt-SI_17032-HJNFHBCXY	55173553	51635398
TP_2400-capt-SI_16908-HJMLNBCXY	56339742	52268137
TP_2403-capt-SI_16761-CAU1YANXX	55111404	51212943
TP_2405-capt-SI_17460-CAYW8ANXX	43406885	39468265
TP_2407-capt-SI_17230-HLLNGBCXY	56662903	53906562
TP_2408-capt-SI_17082-CB02EANXX	51713853	48577475
TP_2410-capt-SI_17189-HJLJTBCXY	65364966	60445274
TP_2411-capt-SI_17076-CB02EANXX	47169891	45160307
TP_2412-capt-SI_17231-CB01UANXX	52710486	49118992
TP_2414-capt-SI_17829-HMVGHBCXY	66343641	63867834
TP_2415-capt-SI_17531-HLYVLBCXY	50593305	48513184
TP_2417-capt-SI_17705-HMWTGBCXY	65809384	63608982
TP_2419-capt-SI_17640-HLWVCBCXY	62283136	59272020
TP_2420-capt-SI_17352-CATG2ANXX	46369950	44691255
TP_2421-capt-SI_17353-CATG2ANXX	46933853	44780984
TP_2423-capt-SI_19044-CBGV4ANXX	45995176	35692727
TP_2426-capt-SI_17512-HM23YBCXY	51417372	49489740
TP_2427-capt-SI_17513-HM23YBCXY	51161092	49933244
TP_2428-capt-SI_17563-CAUU8ANXX	54657180	52275661
TP_2433-capt-SI_17706-HMWTGBCXY	52183315	45964674
TP_2434-capt-SI_17768-HMCMGBCXY	76320765	72883447
TP_2439-capt-SI_17900-HMTF5BCXY	63495755	59132750
TP_2440-capt-SI_18792-HTW53BCXY	56410125	53661953
TP_2441-capt-SI_17910-HMTF5BCXY	61854315	59698529
TP_2442-capt-SI_18004-CAUEHANXX	67227911	63683129
TP_2443-capt-SI_18005-CAUEHANXX	61935693	58542356
TP_2445-capt-SI_18007-CAUEHANXX	52793106	42553524
TP_2446-capt-SI_18008-CAUEHANXX	54380646	52291783
TP_2448-capt-SI_18075-HMTJMBCXY	59065548	45551416
TP_2449-capt-SI_18090-HMVY7BCXY	55394720	53150752
TP_2451-capt-SI_18091-HMVY7BCXY	61840411	56518591
TP_2452-capt-SI_18076-HMTJMBCXY	60720777	57148142
TP_2453-capt-SI_18049-HMVWWBCXY	45943116	43568240
TP_2454-capt-SI_18123-HMTCYBCXY	61847529	56870714
TP_2455-capt-SI_18224-HTVYNBCXY	52517465	49204010
TP_2456-capt-SI_18354-HTVY5BCXY	64094311	58917162
TP_2457-capt-SI_18231-HTVYNBCXY	63589507	58867894
TP_2460-capt-SI_18355-HTVYCBCXY	58398261	52096377
TP_2463-capt-SI_19091-HYJGMBCXY	57285811	54406206
TP_2464-capt-SI_18793-HTW53BCXY	56576787	53415677
TP_2465-capt-SI_18668-CBKLTANXX	55378189	53186604
TP_2466-capt-SI_18561-HTT7MBCXY	61681377	59675201
TP_2468-capt-SI_18706-CBKLTANXX	56901436	54867751
TP_2470-capt-SI_18943-CBKMCANXX	53712445	51567015
TP_2472-capt-SI_18944-CBKMCANXX	60959575	56188103
TP_2473-capt-SI_18703-CBKLTANXX	50685604	48234166
TP_2474-capt-SI_18649-HTW2NBCXY	50981668	46684623
TP_2475-capt-SI_18945-CBKMCANXX	61024764	46328801
TP_2476-capt-SI_18946-CBKMCANXX	58779224	45136454
TP_2477-capt-SI_19274-CBTA7ANXX	47930617	45521887
TP_2479-capt-SI_18981-HYJF2BCXY	57837125	45610450
TP_2480-capt-SI_19047-CBGV4ANXX	49202481	47916309
TP_2481-capt-SI_19048-CBGV4ANXX	48515735	46912290
TP_2485-capt-SI_19131-CBKM0ANXX	59559214	55650756
TP_2486-capt-SI_19266-HYJJFBCXY	54755837	48283521
TP_2487-capt-SI_19407-HYJJHBCXY	57865143	55073952
TP_2489-capt-SI_19279-HYJGWBCXY	46149763	44192237
TP_2491-capt-SI_19329-CBRV8ANXX	49241201	45082956
TP_2492-capt-SI_19275-HYJGHBCXY	45307011	42915788
TP_2493-capt-SI_19330-CBRV8ANXX	53894826	51654038
TP_2495-capt-SI_19377-CBRV8ANXX	52640381	48724577
TP_2497-capt-SI_19606-HYJTGBCXY	57155483	54990851
TP_2499-capt-SI_19536-CBRVFANXX	59424859	56907711
TP_2500-capt-SI_19537-CBRVFANXX	55892886	54390851
TP_2501-capt-SI_19719-CC2M4ANXX	63082825	61266044
TP_2502-capt-SI_19538-HYJLTBCXY	62465258	60073626
TP_2503-capt-SI_19667-CBR92ANXX	50798446	48018555
TP_2504-capt-SI_19715-CC2M4ANXX	54138735	51920646
TP_2505-capt-SI_20480-H3GGMBCX2	48657150	46318908
TP_2507-capt-SI_19669-CBR92ANXX	54871141	50726609
TP_2511-capt-SI_19761-H53N5BCX2	53830073	51020029
TP_2512-capt-SI_19848-CBWYAANXX	49692467	47207244
TP_2514-capt-SI_20481-H3FCHBCX2	59992891	57990501
TP_2515-capt-SI_19916-CC2VMANXX	60036876	56559094
TP_2516-capt-SI_20019-H3JC7BCX2	64967214	61688787
TP_2517-capt-SI_20467-H3JHVBCX2	53533485	49297101
TP_2519-capt-SI_20020-H3JC7BCX2	55184766	51549807
TP_2520-capt-SI_20385-H3FG7BCX2	51124772	48398087
TP_2525-capt-SI_20485-H3JM2BCX2	47016656	44492210
TP_2527-capt-SI_20469-H3JHVBCX2	52820731	37319049
TP_2528-capt-SI_20486-H3FCHBCX2	48243822	46581929
TP_2529-capt-SI_20443-CC5R2ANXX	52520792	37322097
TP_2532-capt-SI_20677-CC2KHANXX	49099601	47200845
TP_2534-capt-SI_20778-HCMNKBCX2	53655619	38305485
TP_2537-capt-SI_20905-HCMMTBCX2	50042431	45430653
TP_2538-capt-SI_20822-CC1WGANXX	60100147	58461285
TP_2539-capt-SI_20901-HCMMNBCX2	49897385	48258226
MO_2141-capt-SI_20968-CC2NMANXX	52316872	50330707
MO_2143-capt-SI_20869-HCMNJBCX2	53261226	49823825
MO_2144-capt-SI_20900-HCMMNBCX2	47425009	45108436
MO_2146-capt-SI_20928-CC2NMANXX	60385534	57942010
MO_2148-capt-SI_20929-HCMKTBCX2	48842256	46915114
MO_2149-capt-SI_20969-HG5WGBCX2	49637619	47667767
MO_2154-capt-SI_21046-HG5TYBCX2	51147495	48211607
MO_2158-capt-SI_21047-HG75LBCX2	46401171	44371060
MO_2163-capt-SI_21117-HG5YLBCX2	61710169	58721388
MO_2164-capt-SI_21142-HG5WWBCX2	47121129	43178029
MO_2173-capt-SI_21272-CC1U2ANXX	62016323	56726308
MO_2174-capt-SI_21293-CC1FDANXX	67554061	61806586
MO_2175-capt-SI_21273-CC1U2ANXX	49215024	46540200
MO_2180-capt-SI_21275-CC1U2ANXX	71194945	67610095
MO_2184-capt-SI_21294-HG3JTBCX2	60059698	56496547
MO_2185-capt-SI_21276-CC1U2ANXX	50032297	48306744
MO_2188-capt-SI_21516-CC1L3ANXX	51155032	49054198
MO_2190-capt-SI_21452-HHTF5BCX2	55916511	52806056
MO_2191-capt-SI_21346-HG5YNBCX2	52561971	50328337
MO_2194-capt-SI_21347-HG5WTBCX2	87139266	82712421
MO_2195-capt-SI_21356-HHFG3BCX2	52735287	49722363
MO_2197-capt-SI_21403-CC1FDANXX	64905645	60327196
MO_2198-capt-SI_21358-CC1FDANXX	48860076	45851195
MO_2199-capt-SI_21359-CC1FDANXX	54976180	51979624
MO_2201-capt-SI_21517-CC1L3ANXX	48442297	46181219
MO_2202-capt-SI_21454-HHTF5BCX2	62771119	58673143
MO_2203-capt-SI_21518-CC1L3ANXX	54227876	51415806
MO_2205-capt-SI_21609-HHWN7BCX2	50649312	46801416
MO_2206-capt-SI_21519-CC1L3ANXX	48854447	46039794
MO_2207-capt-SI_21667-HHNGVBCX2	55327797	53160942
MO_2211-capt-SI_21554-CC1TWANXX	69273012	66128913
MO_2214-capt-SI_21610-CC1FJANXX	49345073	46968466
MO_2216-capt-SI_21668-HHNGVBCX2	57924890	46906954
MO_2219-capt-SI_21556-CC1TWANXX	57592678	54127475
MO_2220-capt-SI_21612-CC1FJANXX	46320613	34009720
MO_2221-capt-SI_21613-HHWWVBCX2	50205157	47819115
MO_2222-capt-SI_21662-CC1FJANXX	60101162	56560551
MO_2223-capt-SI_21663-CC1FJANXX	51176271	36567615
MO_2224-capt-SI_21687-CC1FJANXX	53178636	50854031
MO_2225-capt-SI_21614-HHWKLBCX2	50250594	47165727
MO_2229-capt-SI_21688-CC1FJANXX	49181812	45507178
MO_2234-capt-SI_21784-HHWTCBCX2	55609360	44920500
MO_2236-capt-SI_21692-CC1FJANXX	56119048	53128242
MO_2237-capt-SI_21785-HHMTWBCX2	42479940	40600419
MO_2244-capt-SI_21788-HHTCGBCX2	54451198	51723022
MO_2245-capt-SI_21818-HHMTHBCX2	48485536	45724037
MO_2246-capt-SI_21819-HHMTHBCX2	56276443	53023609
MO_2247-capt-SI_21789-HHTCGBCX2	60906950	57744521
MO_2249-capt-SI_21820-HHMTHBCX2	47840669	32967495
MO_2250-capt-SI_21821-HHTKWBCX2	38243678	35455195
MO_2252-capt-SI_21822-HHMVCBCX2	44360988	41449053
MO_2255-capt-SI_21824-HHMTWBCX2	41424122	39174676
MO_2256-capt-SI_21864-HHWT2BCX2	47098341	42981682
MO_2257-capt-SI_21865-HHWNYBCX2	54431279	40602602
MO_2258-capt-SI_21908-CCE0WANXX	51038446	47545996
MO_2261-capt-SI_21866-HHWT2BCX2	51718184	47778895
MO_2262-capt-SI_21867-HHWN2BCX2	46765603	44312469
MO_2264-capt-SI_21942-CCDW7ANXX	50215120	48169537
MO_2265-capt-SI_21943-CCDW7ANXX	54032785	52361790
MO_2266-capt-SI_21974-CCDW7ANXX	42698395	39884269
MO_2268-capt-SI_21944-CCDW7ANXX	54221754	51579321
MO_2269-capt-SI_21975-CCDW7ANXX	49315327	46841061
MO_2272-capt-SI_21945-CCDW7ANXX	55707729	53725775
MO_2273-capt-SI_21976-CCDW7ANXX	54547760	51775927
MO_2274-capt-SI_21977-CCDW7ANXX	40294604	38537537
MO_2277-capt-SI_22004-HHWJMBCX2	52348384	48784155
TP_2003-capt-SI_5914-C19M0ACXX	68114141	57171518
TP_2026-capt-SI_6024-D1EBEACXX	72355097	59739067
TP_2031-capt-SI_6292-D1RTCACXX	58154250	45738250
TP_2036-capt-SI_6710-D2GC3ACXX	20700851	15394698
TP_2036-capt-SI_6710-H0UUFADXX	37888705	28013134
TP_2068-capt-SI_9382-C5N1GANXX	68125764	50793835
TP_2129-capt-SI_11783-HVKLTADXX	62074356	39569889
TP_2135-capt-SI_12055-H53CHADXX	59641034	40693618
TP_2155-capt-SI_12522-H3YJFADXX	49441654	32867876
TP_2157-capt-SI_13635-HTMGJBCXX	58050808	48602992
TP_2166-capt-SI_12808-C8LHHANXX	51833127	33591590
TP_2207-capt-SI_13329-HKYM5BCXX	60586675	54938347
TP_2216-capt-SI_13472-HM55VBCXX	56943300	31530258
TP_2229-capt-SI_13771-HTGKKBCXX	55061388	43488393
TP_2233-capt-SI_14483-HYHC3BCXX	54144851	43303867
TP_2234-capt-SI_16871-HJMJFBCXY	47925487	45326722
TP_2256-capt-SI_14484-HYHC3BCXX	92717225	68217873
TP_2269-capt-SI_14801-H32V5BCXY	61968864	56099948
TP_2270-capt-SI_15223-H3Y5JBCXY	50564941	39362107
TP_2297-capt-SI_15686-CA5HJANXX	44225233	41757742
TP_2306-capt-SI_15583-HF7T7BCXY	55662030	52088281
TP_2438-capt-SI_17909-HMVJNBCXY	56689439	53494811
TP_2471-capt-SI_19087-HYJGMBCXY	49160002	46294291
TP_2513-capt-SI_21669-CC1FJANXX	56217239	54367701
TP_2536-capt-SI_21683-HHWKLBCX2	53526892	50743625
TP_2541-capt-SI_20902-HF5CWBCX2	55775777	52992879
TP_2542-capt-SI_20972-HCVFFBCX2	46832324	43416047
TP_2543-capt-SI_20932-HCMV3BCX2	63701272	61505131
TP_2544-capt-SI_20933-HCMMWBCX2	57717832	54399929
TP_2546-capt-SI_21050-HG75VBCX2	47584668	44676704
TP_2550-capt-SI_21235-HG3H3BCX2	54515800	50700491
TP_2551-capt-SI_21236-HG3H3BCX2	55053803	51251335
TP_2552-capt-SI_21349-HG5YCBCX2	52605952	50383083
TP_2553-capt-SI_21350-HG5YCBCX2	60559594	57980388
TP_2559-capt-SI_21409-HHFG3BCX2	61904410	58248832
TP_2561-capt-SI_21620-HHWN7BCX2	54863774	53434361
TP_2563-capt-SI_21544-HHMTVBCX2	62690386	59754448
TP_2564-capt-SI_21916-CCE0WANXX	54361599	51999477
TP_2566-capt-SI_21825-HHMV3BCX2	53437461	47422910
TP_2568-capt-SI_21877-HHWN2BCX2	61289250	49238731
TP_2572-capt-SI_21915-CCE0WANXX	52205494	47969408
MO_1120-capt-SI_6076-D1EBFACXX	76369977	61211045
MO_1122-capt-SI_6077-D1EC1ACXX	62200331	48914387
MO_1216-capt-SI_7013-D26P3ACXX	46472074	38603590
MO_1242-capt-SI_7213-C245WACXX	72934492	55242133
MO_1255-capt-SI_7401-D2GA6ACXX	64078153	54443390
MO_1273-capt-SI_7599-D2GFBACXX	64667100	49324915
MO_1282-capt-SI_7635-C2G40ACXX	60774824	39417926
MO_1327-capt-SI_8130-C4E6CACXX	65573434	52626895
MO_1348-capt-SI_8389-C46LAANXX	51728297	41597902
MO_1349-capt-SI_8393-C4JU8ACXX	64235371	48455020
MO_1350-capt-SI_8394-C4JU8ACXX	73459145	54231104
MO_1351-capt-SI_8395-C4JU8ACXX	62949664	51012645
MO_1352-capt-SI_8396-C4JU8ACXX	70985058	59769595
MO_1353-capt-SI_8397-C4JU8ACXX	65578776	52195779
MO_1358-capt-SI_8459-C4L7VACXX	64565370	53872427
MO_1392-capt-SI_8844-C4730ANXX	61727288	50006779
MO_1398-capt-SI_8887-C4739ANXX	63722816	43291141
MO_1401-capt-SI_8948-C46BDANXX	68698280	51594510
MO_1409-capt-SI_9123-C46PDANXX	59358910	45948018
MO_1413-capt-SI_9226-C4R00ANXX	67129035	51581703
MO_1422-capt-SI_9316-C5N2AANXX	69192566	48604555
MO_1429-capt-SI_9606-C5MGWANXX	59443030	47980046
MO_1431-capt-SI_9686-C5N0MANXX	70786155	54943813
MO_1432-capt-SI_9687-C5N0MANXX	61842504	51193939
MO_1440-capt-SI_9742-C5N0KANXX	70187733	48703397
MO_1456-capt-SI_9941-C6EJUANXX	73989504	51759721
MO_1457-capt-SI_9942-C6EJUANXX	78908460	54740539
MO_1463-capt-SI_10151-C6EHCANXX	64135520	46764205
MO_1471-capt-SI_10472-C6EMBANXX	62587025	45303255
MO_1497-capt-SI_11222-C6UTYANXX	77917509	50782749
MO_1504-capt-SI_11422-HV75LADXX	97749663	79879288
MO_1505-capt-SI_11317-C6UY8ANXX	69567354	47197372
MO_1508-capt-SI_11517-C7A2UANXX	64892402	55646550
MO_1519-capt-SI_11514-C7A7HANXX	69229902	47066127
MO_1548-capt-SI_12295-H523KADXX	60046720	35302681
MO_1559-capt-SI_12476-C7G91ANXX	48661263	37416392
MO_1565-capt-SI_12619-H3YJVADXX	55851571	37098111
MO_1578-capt-SI_12994-C8LK3ANXX	62541105	44078692
MO_1587-capt-SI_13086-H5N5CADXY	51652524	40156333
MO_1591-capt-SI_13244-H3LFFADXY	60348826	34498652
MO_1599-capt-SI_13333-HL5FCBCXX	60636487	38175559
MO_1604-capt-SI_13466-C8WCMANXX	51175345	38125035
MO_1614-capt-SI_13803-C92F3ANXX	71209198	52002659
MO_1618-capt-SI_13804-HTH3CBCXX	50668654	35913968
MO_1620-capt-SI_13925-HVKMMBCXX	53658881	35012337
MO_1623-capt-SI_13933-C8WDBANXX	61724087	48400252
MO_1624-capt-SI_14077-HVHNWBCXX	46190231	41799618
MO_1632-capt-SI_14164-HVK3YBCXX	39520139	30276418
MO_1645-capt-SI_14312-C9EFTANXX	61501800	44968604
MO_1650-capt-SI_14426-HYH57BCXX	49272344	39884010
MO_1659-capt-SI_14534-HYG2KBCXX	66160472	51769685
MO_1685-capt-SI_14800-H32V5BCXY	53213069	48277227
MO_1688-capt-SI_14876-H2WH5BCXY	54938665	21129699
MO_1710-capt-SI_17509-HLWVGBCXY	54902098	50237712
MO_1714-capt-SI_15160-H3YJHBCXY	52049499	26217665
MO_1715-capt-SI_15161-H3YJHBCXY	48033050	32204156
MO_1722-capt-SI_15197-H5CFLBCXY	48810204	20874377
MO_1729-capt-SI_15307-H3V73BCXY	47395006	33922102
MO_1736-capt-SI_15328-H3VMGBCXY	51815862	31823775
MO_1740-capt-SI_15395-H3Y3YBCXY	53493787	21774316
MO_1741-capt-SI_15524-H5527BCXY	53091288	36824295
MO_1743-capt-SI_15683-CA5HJANXX	53649980	51179029
MO_1744-capt-SI_15578-HFCGLBCXY	55359252	52164170
MO_1750-capt-SI_15732-CA5HJANXX	55906621	52514830
MO_1751-capt-SI_15691-CA5HJANXX	58155940	55267636
MO_1753-capt-SI_15684-CA5HJANXX	58908218	56260660
MO_1754-capt-SI_15685-CA5HJANXX	52106582	40462424
MO_1756-capt-SI_15822-CA300ANXX	60029229	43336392
MO_1762-capt-SI_15809-CA300ANXX	56115797	51493129
MO_1763-capt-SI_16945-HJLVYBCXY	50684940	47496155
MO_1764-capt-SI_15802-CA3TJANXX	54772054	51192971
MO_1766-capt-SI_15951-CA1MRANXX	63395758	56832350
MO_1770-capt-SI_15947-CA1MRANXX	54451653	49816509
MO_1775-capt-SI_15920-HF7NVBCXY	50698532	38674216
MO_1776-capt-SI_15858-HF7GKBCXY	41904727	39290339
MO_1777-capt-SI_15946-CA1MRANXX	57620545	54738581
MO_1779-capt-SI_15859-HF7GKBCXY	42094458	39576728
MO_1781-capt-SI_15948-CA1MRANXX	51844485	47768238
MO_1784-capt-SI_16007-CA1MRANXX	50574859	48140838
MO_1787-capt-SI_17552-CAUU8ANXX	53028437	50526091
MO_1791-capt-SI_16216-HGVTFBCXY	48100013	44253077
MO_1792-capt-SI_16060-HGWJYBCXY	44592853	42200581
MO_1796-capt-SI_16218-HGY3JBCXY	41669868	39873729
MO_1799-capt-SI_16306-HGYVGBCXY	58011810	53259619
MO_1800-capt-SI_16375-HHGCMBCXY	42525630	40057149
MO_1801-capt-SI_16383-HHGF3BCXY	48513661	45682581
MO_1802-capt-SI_16219-HGWK5BCXY	50342824	39501286
MO_1806-capt-SI_16221-HGY3JBCXY	40445648	39283881
MO_1813-capt-SI_16422-HHGJLBCXY	49802370	40637452
MO_1817-capt-SI_16566-HJMNFBCXY	42075667	32315389
MO_1820-capt-SI_16567-HJMNFBCXY	40370608	38151385
MO_1821-capt-SI_16637-HJMVNBCXY	45639909	42476850
MO_1822-capt-SI_16638-HJMJKBCXY	51474578	48501748
MO_1828-capt-SI_16688-HJMVLBCXY	49185574	46900466
MO_1829-capt-SI_16738-HJMN5BCXY	50062151	47244420
MO_1833-capt-SI_16739-CAU1YANXX	67084703	63156144
MO_1835-capt-SI_16756-CAU1YANXX	50042976	47205535
MO_1836-capt-SI_16809-HJMMHBCXY	47656112	45143951
MO_1837-capt-SI_17029-HJLNMBCXY	54174885	50571714
MO_1838-capt-SI_16741-HJMN5BCXY	53913404	42024673
MO_1840-capt-SI_16758-CAU1YANXX	57996925	54599768
MO_1842-capt-SI_16870-HJMN3BCXY	53046128	49092783
MO_1844-capt-SI_17075-CB02EANXX	49266278	46652714
MO_1848-capt-SI_16907-HJLW2BCXY	50042080	47183144
MO_1852-capt-SI_16991-HJMNHBCXY	53915662	50942227
MO_1853-capt-SI_17031-CB02EANXX	48674634	46084680
MO_1860-capt-SI_17030-HJNFHBCXY	56201891	44798485
MO_1862-capt-SI_17183-HJNT7BCXY	54547494	51267149
MO_1865-capt-SI_17199-HLWMMBCXY	50952638	47270446
MO_1872-capt-SI_17348-CATG2ANXX	45624298	32229369
MO_1882-capt-SI_17418-CAYW8ANXX	45566741	43458527
MO_1884-capt-SI_17553-CAUU8ANXX	46714228	44605292
MO_1887-capt-SI_17453-CAYW8ANXX	47845483	45209303
MO_1890-capt-SI_17655-HMWMCBCXY	61259141	43026517
MO_1895-capt-SI_17508-HLWLKBCXY	50463661	36453868
MO_1903-capt-SI_17763-HMGCMBCXY	104892608	87682361
MO_1907-capt-SI_17699-HMGCNBCXY	53191618	50117621
MO_1910-capt-SI_17703-HMGCNBCXY	51782985	47896364
MO_1911-capt-SI_17704-HMGCNBCXY	56125833	52646429
MO_1917-capt-SI_17902-HMCMTBCXY	59971961	56122392
MO_1922-capt-SI_18982-CBKMCANXX	52686062	49952100
MO_1928-capt-SI_17904-HMYVHBCXY	55412123	52626436
MO_1929-capt-SI_17905-HMYVHBCXY	50147160	47312605
MO_1933-capt-SI_17964-HMVNTBCXY	49452629	46454848
MO_1937-capt-SI_21140-HG5YGBCX2	51679836	46953812
MO_1942-capt-SI_17919-HMT53BCXY	39572429	36322225
MO_1946-capt-SI_18117-HMTCYBCXY	52599925	40116311
MO_1947-capt-SI_18048-HMVWWBCXY	51533952	49166026
MO_1948-capt-SI_18143-HMTF2BCXY	54659514	51938983
MO_1949-capt-SI_18221-HTW3GBCXY	53750868	51236600
MO_1950-capt-SI_18118-HMVMWBCXY	52529587	43988674
MO_1951-capt-SI_18222-HTWGVBCXY	60044506	57394866
MO_1952-capt-SI_18119-HMTCYBCXY	47328845	38719957
MO_1955-capt-SI_18084-HMT5GBCXY	52758628	49164601
MO_1956-capt-SI_18120-HMVMWBCXY	46957921	38845769
MO_1959-capt-SI_18305-HTW2TBCXY	50488790	47588164
MO_1964-capt-SI_18343-HTVHMBCXY	59810586	56274026
MO_1968-capt-SI_18439-HTW3LBCXY	56316440	51775192
MO_1970-capt-SI_18477-HTVF7BCXY	63475818	60291114
MO_1972-capt-SI_18504-HTYGTBCXY	50341821	47430099
MO_1980-capt-SI_18665-CBFYPANXX	52542460	49733359
MO_1982-capt-SI_18501-HTT7NBCXY	47117012	44403243
MO_1983-capt-SI_18628-HTW3WBCXY	52700846	50158458
MO_1986-capt-SI_18650-HTVF5BCXY	56553986	51763359
MO_1987-capt-SI_18560-HTVYYBCXY	53459006	51129567
MO_1989-capt-SI_18629-HTW3WBCXY	60732384	57362930
MO_1990-capt-SI_18701-CBKLTANXX	51591576	48666869
MO_1994-capt-SI_18702-CBKLTANXX	47861919	45620031
MO_1997-capt-SI_21210-HG5Y2BCX2	58793633	55740360
MO_2001-capt-SI_18896-HTVFCBCXY	51674397	48307962
MO_2011-capt-SI_18901-HVJFJBCXY	53074638	50564847
MO_2014-capt-SI_18975-CBKMCANXX	56944613	52839128
MO_2019-capt-SI_19043-CBGV4ANXX	59209815	57215036
MO_2021-capt-SI_19180-CBTA7ANXX	48663060	45607267
MO_2022-capt-SI_19181-CBTA7ANXX	54604389	51303077
MO_2023-capt-SI_19260-CBTA7ANXX	52434034	50311167
MO_2028-capt-SI_19183-CBTA7ANXX	53703064	49811309
MO_2030-capt-SI_19373-CBRV8ANXX	52871442	49096063
MO_2039-capt-SI_19374-CBRV8ANXX	51492363	48794448
MO_2042-capt-SI_19375-CBRV8ANXX	51159572	47161586
MO_2043-capt-SI_19390-HYJJHBCXY	46024312	43645172
MO_2044-capt-SI_19525-CBRVFANXX	51673379	49426063
MO_2049-capt-SI_19527-CBRVFANXX	46257773	33117583
MO_2053-capt-SI_19604-HYJT2BCXY	49159295	46463264
MO_2055-capt-SI_19657-CBR92ANXX	55159210	51487499
MO_2056-capt-SI_19528-CBRVFANXX	48418052	46271322
MO_2059-capt-SI_19659-CBR92ANXX	47606688	34098647
MO_2063-capt-SI_19660-CBR92ANXX	51269835	47199631
MO_2068-capt-SI_19710-CC2M4ANXX	49518891	44012434
MO_2069-capt-SI_19909-H3F3NBCX2	57058324	38429548
MO_2072-capt-SI_19757-H3THFBCX2	55766344	52536387
MO_2075-capt-SI_19841-CBWYAANXX	50027399	37743647
MO_2079-capt-SI_19758-H3FG3BCX2	51485522	48947052
MO_2082-capt-SI_20016-H3JHKBCX2	55542848	51715806
MO_2086-capt-SI_20098-H3GJWBCX2	47926772	44842840
MO_2087-capt-SI_20163-H3FVMBCX2	51238749	48190798
MO_2091-capt-SI_20314-H3F5VBCX2	58443124	55017231
MO_2092-capt-SI_20300-H3CT2BCX2	48535359	45734261
MO_2094-capt-SI_20298-H3F5VBCX2	55047203	50716269
MO_2095-capt-SI_20373-H3CT2BCX2	53412401	50347041
MO_2097-capt-SI_21087-HG73TBCX2	48464175	45834634
MO_2103-capt-SI_20477-H3GK2BCX2	49097082	47232100
MO_2105-capt-SI_20478-H3FC2BCX2	47190305	44969461
MO_2106-capt-SI_20479-H3FC2BCX2	53385970	50873058
MO_2107-capt-SI_20465-H3JFYBCX2	51909194	41450308
MO_2112-capt-SI_20610-HCMNYBCX2	54146316	50632585
MO_2113-capt-SI_20590-CC2KKANXX	54308991	51880167
MO_2115-capt-SI_20591-CC2KKANXX	55266548	53491697
MO_2117-capt-SI_20639-HCMM3BCX2	52821367	48203607
MO_2119-capt-SI_20674-CC2KHANXX	59615547	55567475
MO_2124-capt-SI_20640-HCMM3BCX2	50411827	47957199
MO_2129-capt-SI_20775-HCMNLBCX2	46978381	43978402
MO_2130-capt-SI_20776-HCMNLBCX2	45018704	42605315
MO_2131-capt-SI_20777-CC1WGANXX	51053335	48880865
MO_2137-capt-SI_20814-CC1WGANXX	54177374	51845527
MO_2138-capt-SI_20815-CC1WGANXX	47919993	45793917
MO_2139-capt-SI_20857-HCMNJBCX2	54572729	51596242
MO_2140-capt-SI_20967-HG5TNBCX2	48767591	45873296
MO_2145-capt-SI_20870-HCMNJBCX2	53141977	49803831
MO_2150-capt-SI_20930-HCMMWBCX2	50276172	48001962
